timestamp,device_id,devices_discovered,devices_expected,discovery_accuracy,response_delay_ms
2025-07-18T15:53:10.659152,eui-617dd6c4ee40e566,0,0,1.0,0.051975250244140625
2025-07-18T15:55:05.447519,eui-6a6222f434c7fd2c,1,1,1.0,0.0209808349609375
2025-07-18T15:55:10.667661,eui-617dd6c4ee40e566,1,1,1.0,0.022649765014648438
2025-07-18T15:57:05.560877,eui-6a6222f434c7fd2c,1,1,1.0,0.020265579223632812
2025-07-18T15:59:10.695379,eui-617dd6c4ee40e566,1,1,1.0,0.05412101745605469
