timestamp,message_type,source_device_id,target_device_id,success,spreading_factor,rssi,snr,end_to_end_delay_ms,session_id,payload_size_bytes,server_timestamp
2025-07-29 14:40:42.449,KEEPALIVE,eui-6a6222f434c7fd2c,,True,SF7,-81,15,,,1,1753810842.449587
2025-07-29 14:40:42.450,COMMAND,SERVER,eui-6a6222f434c7fd2c,True,,,,,,2,1753810842.450932
2025-07-29 14:40:49.487,ACK,eui-6a6222f434c7fd2c,,True,SF7,-81,14,,,1,1753810849.487708
2025-07-29 14:41:20.235,COMMAND,eui-617dd6c4ee40e566,eui-6a6222f434c7fd2c,True,SF7,-93,12,,,4,1753810880.235106
2025-07-29 14:41:28.325,KEEPALIVE,eui-617dd6c4ee40e566,,True,SF7,-95,15,,,1,1753810888.325729
2025-07-29 14:41:42.660,KEEPALIVE,eui-6a6222f434c7fd2c,,True,SF7,-83,15,,,1,1753810902.660303
2025-07-29 14:41:42.661,COMMAND,SERVER,eui-6a6222f434c7fd2c,True,,,,,,2,1753810902.661626
2025-07-29 14:41:57.389,DISCOVER,eui-617dd6c4ee40e566,,True,SF7,-90,15,,eui-617dd6c4ee40e566_1753810917389,1,1753810917.38963
2025-07-29 14:41:57.391,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810917389,1,1753810917.391455
2025-07-29 14:41:57.392,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810917389,1,1753810917.39217
2025-07-29 14:42:11.230,DISCOVER,eui-617dd6c4ee40e566,,True,SF7,-93,13,,eui-617dd6c4ee40e566_1753810931230,1,1753810931.230802
2025-07-29 14:42:11.232,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810931230,1,1753810931.232203
2025-07-29 14:42:11.232,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810931230,1,1753810931.232802
2025-07-29 14:42:21.061,DISCOVER,eui-617dd6c4ee40e566,,True,SF7,-90,15,,eui-617dd6c4ee40e566_1753810941061,1,1753810941.062013
2025-07-29 14:42:21.063,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810941061,1,1753810941.063514
2025-07-29 14:42:21.064,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810941061,1,1753810941.064256
2025-07-29 14:42:28.127,KEEPALIVE,eui-617dd6c4ee40e566,,True,SF7,-89,15,,,1,1753810948.127394
2025-07-29 14:42:42.871,KEEPALIVE,eui-6a6222f434c7fd2c,,True,SF7,-83,15,,,1,1753810962.871411
2025-07-29 14:42:49.835,DISCOVER,eui-617dd6c4ee40e566,,True,SF7,-92,12,,eui-617dd6c4ee40e566_1753810969834,1,1753810969.835088
2025-07-29 14:42:49.836,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810969834,3,1753810969.836462
2025-07-29 14:42:49.837,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810969834,3,1753810969.837069
2025-07-29 14:43:02.123,COMMAND,eui-617dd6c4ee40e566,eui-6a6222f434c7fd2c,True,SF7,-85,15,,eui-617dd6c4ee40e566_1753810917389,4,1753810982.123097
2025-07-29 14:43:30.180,KEEPALIVE,eui-617dd6c4ee40e566,,True,SF7,-92,15,,,1,1753811010.180423
2025-07-29 14:43:45.951,KEEPALIVE,eui-6a6222f434c7fd2c,,True,SF7,-87,15,,,1,1753811025.951879
2025-07-29 14:43:45.953,COMMAND,SERVER,eui-6a6222f434c7fd2c,True,,,,,,2,1753811025.953654
2025-07-29 14:43:53.016,ACK,eui-6a6222f434c7fd2c,,True,SF7,-90,13,115626,eui-617dd6c4ee40e566_1753810917389,1,1753811033.016131
