timestamp,message_type,source_device_id,target_device_id,success,spreading_factor,rssi,snr,end_to_end_delay_ms,session_id,payload_size_bytes,server_timestamp
2025-07-29 14:37:22.975,KEEPALIVE,eui-617dd6c4ee40e566,,True,SF7,-93,14,,,1,1753810642.97595
2025-07-29 14:37:32.499,KEEPALIVE,eui-6a6222f434c7fd2c,,True,SF7,-86,14,,,1,1753810652.499293
2025-07-29 14:37:47.856,DISCOVER,eui-617dd6c4ee40e566,,True,SF7,-89,15,,eui-617dd6c4ee40e566_1753810667856,1,1753810667.856994
2025-07-29 14:37:47.858,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810667856,3,1753810667.858937
2025-07-29 14:37:47.859,ROSTER,SERVER,eui-617dd6c4ee40e566,True,,,,,eui-617dd6c4ee40e566_1753810667856,3,1753810667.859569
2025-07-29 14:37:56.561,COMMAND,eui-617dd6c4ee40e566,eui-6a6222f434c7fd2c,True,SF7,-92,13,,eui-617dd6c4ee40e566_1753810667856,4,1753810676.561696
2025-07-29 14:38:10.393,DISCOVER,eui-6a6222f434c7fd2c,,True,SF7,-86,15,,eui-6a6222f434c7fd2c_1753810690393,1,1753810690.393256
2025-07-29 14:38:10.394,COMMAND,SERVER,eui-6a6222f434c7fd2c,True,,,,,eui-6a6222f434c7fd2c_1753810690393,2,1753810690.394679
2025-07-29 14:38:17.465,ACK,eui-6a6222f434c7fd2c,,True,SF7,-82,15,29608,eui-617dd6c4ee40e566_1753810667856,1,1753810697.465092
2025-07-29 14:38:24.619,KEEPALIVE,eui-617dd6c4ee40e566,,True,SF7,-93,15,,,1,1753810704.619158
2025-07-29 14:38:32.607,DISCOVER,eui-6a6222f434c7fd2c,,True,SF7,-78,15,,eui-6a6222f434c7fd2c_1753810712607,1,1753810712.607347
2025-07-29 14:38:32.608,ROSTER,SERVER,eui-6a6222f434c7fd2c,True,,,,,eui-6a6222f434c7fd2c_1753810712607,3,1753810712.608824
2025-07-29 14:38:32.609,ROSTER,SERVER,eui-6a6222f434c7fd2c,True,,,,,eui-6a6222f434c7fd2c_1753810712607,3,1753810712.60919
2025-07-29 14:38:39.673,KEEPALIVE,eui-6a6222f434c7fd2c,,True,SF7,-77,15,,,1,1753810719.673308
2025-07-29 14:38:46.330,COMMAND,eui-6a6222f434c7fd2c,eui-617dd6c4ee40e566,True,SF7,-79,15,,eui-6a6222f434c7fd2c_1753810690393,4,1753810726.330783
2025-07-29 14:39:27.696,KEEPALIVE,eui-617dd6c4ee40e566,,True,SF7,-92,15,,,1,1753810767.696627
2025-07-29 14:39:27.697,COMMAND,SERVER,eui-617dd6c4ee40e566,True,,,,,,2,1753810767.697482
2025-07-29 14:39:34.721,ACK,eui-617dd6c4ee40e566,,True,SF7,-96,15,84328,eui-6a6222f434c7fd2c_1753810690393,1,1753810774.722032
2025-07-29 14:39:39.371,KEEPALIVE,eui-6a6222f434c7fd2c,,True,SF7,-82,15,,,1,1753810779.371417
2025-07-29 14:39:43.875,COMMAND,eui-617dd6c4ee40e566,eui-6a6222f434c7fd2c,True,SF7,-89,15,,,4,1753810783.876043
2025-07-29 14:40:27.089,KEEPALIVE,eui-617dd6c4ee40e566,,True,SF7,-99,3,,,1,1753810827.089841
